,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize
7224,Jan,4,Friday,Toyota,Urban,Wednesday,Feb,1,Female,Single,26.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,9659,1,400,4.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,17139.4159896775
7225,Aug,3,Tuesday,Mazda,Urban,Wednesday,Aug,3,Male,Married,52.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9660,14,400,3.0,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision,723.685000078845
7226,Oct,3,Wednesday,Toyota,Urban,Sunday,Oct,4,Female,Single,33.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9662,1,400,2.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,73961.6907947591
7227,Oct,2,Saturday,Honda,Urban,Monday,Oct,2,Male,Married,44.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9666,2,400,3.0,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,14205.9142449141
7228,Sep,1,Saturday,Pontiac,Urban,Wednesday,Sep,3,Male,Married,60.0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,9667,8,400,3.0,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,52942.992707335
7229,Sep,1,Saturday,Toyota,Urban,Monday,Sep,1,Female,Single,42.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9668,10,400,1.0,more than 30,more than 30,1,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,5630.56868287119
7230,Aug,5,Thursday,Pontiac,Urban,Friday,Sep,1,Female,Single,31.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9669,1,400,4.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,886.187769067103
7231,Jan,4,Friday,Honda,Urban,Monday,Jan,5,Male,Married,37.0,Policy Holder,Sport - Collision,Sport,more than 69000,1,9670,12,400,4.0,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,87808.1068983621
7232,Mar,3,Monday,Ford,Urban,Monday,Apr,4,Male,Married,58.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9671,9,400,2.0,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision,3235.23455921681
7233,Dec,2,Saturday,Mazda,Urban,Monday,Dec,2,Female,Married,50.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9672,8,400,3.0,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,7607.39914712682
7234,Jan,5,Saturday,Pontiac,Urban,Friday,Feb,1,Female,Single,22.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9673,7,400,2.0,more than 30,more than 30,none,4 years,26 to 30,Yes,Yes,External,none,no change,1 vehicle,1995,Collision,7759.65703765682
7235,Nov,5,Wednesday,Honda,Urban,Monday,Dec,2,Male,Single,28.0,Third Party,Sport - Collision,Sport,more than 69000,0,9674,15,400,4.0,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,92790.3367133601
7236,Oct,2,Monday,Chevrolet,Rural,Thursday,Oct,2,Male,Married,39.0,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,9675,13,400,1.0,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,7277.26109201841
7237,Aug,2,Wednesday,Toyota,Urban,Tuesday,Aug,3,Male,Married,42.0,Third Party,Sedan - Liability,Sport,30000 to 39000,0,9677,11,400,3.0,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,3 to 4,1995,Liability,1356.89035288436
7238,May,1,Wednesday,Honda,Urban,Wednesday,May,1,Male,Single,42.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9680,3,400,3.0,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,38464.4501912558
7239,Jan,1,Wednesday,Honda,Urban,Wednesday,Jan,2,Female,Single,23.0,Third Party,Sedan - All Perils,Sedan,less than 20000,0,9681,14,400,1.0,more than 30,more than 30,1,4 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,3792.85263301424
7240,Dec,5,Thursday,Toyota,Urban,Monday,Jan,1,Male,Single,45.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9682,1,400,1.0,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision,8242.86110080407
7241,Nov,2,Sunday,Mazda,Urban,Tuesday,Nov,3,Male,Married,50.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9683,7,400,3.0,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils,9004.93478511324
7242,Sep,4,Tuesday,Toyota,Urban,Monday,Oct,1,Male,Married,52.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9684,9,400,1.0,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,4211.54196852402
7243,Sep,3,Tuesday,Pontiac,Urban,Tuesday,Sep,3,Male,Single,35.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9685,13,400,4.0,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,7236.69136683635
7244,Jan,5,Saturday,Chevrolet,Rural,Tuesday,Feb,2,Male,Married,30.0,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,9686,10,400,2.0,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,54147.207910926
7245,Jul,2,Friday,Toyota,Urban,Monday,Jul,2,Male,Married,75.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9687,5,400,1.0,more than 30,more than 30,1,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,4912.65554745719
7246,Apr,3,Saturday,Pontiac,Rural,Monday,Apr,4,Male,Single,52.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9688,3,400,1.0,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,922.898642008604
7247,Jan,5,Saturday,Honda,Urban,Tuesday,Jan,5,Male,Married,40.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9690,11,400,4.0,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,4563.64784723039
7248,Dec,2,Thursday,Honda,Urban,Friday,Dec,2,Male,Married,33.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9692,12,400,2.0,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,5066.29844839747
7249,Nov,1,Thursday,Toyota,Urban,Monday,Nov,5,Female,Married,44.0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,9693,16,400,3.0,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,83698.6991271822
7250,Oct,5,Saturday,Honda,Urban,Wednesday,Nov,1,Male,Married,31.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9694,11,400,4.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,31563.9738682083
7251,Aug,3,Friday,Mazda,Urban,Friday,Sep,1,Male,Married,29.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9696,6,400,4.0,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,5814.85048765938
7252,Jul,5,Saturday,Mazda,Urban,Wednesday,Dec,2,Male,Single,28.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9697,4,400,2.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,7352.33034870426
7253,Jul,2,Saturday,Mercury,Urban,Tuesday,Jul,2,Male,Single,41.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9698,13,400,1.0,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,2775.42471601807
7254,Jul,2,Thursday,Honda,Urban,Monday,Jul,2,Male,Married,53.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9699,10,400,3.0,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision,6349.63011211041
7255,Jun,2,Monday,Ford,Urban,Monday,Jun,2,Male,Married,46.0,Third Party,Sedan - Liability,Sport,30000 to 39000,0,9701,13,400,4.0,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,25203.8839811832
7256,May,4,Monday,Toyota,Urban,Friday,May,4,Male,Married,37.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9702,9,400,1.0,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,6581.92434478001
7257,Mar,3,Tuesday,Pontiac,Urban,Wednesday,Mar,4,Male,Single,29.0,Third Party,Sedan - Liability,Sport,30000 to 39000,0,9703,11,400,2.0,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,4 to 8 years,2 vehicles,1995,Liability,68191.2551297723
7258,Jun,2,Wednesday,Toyota,Rural,Wednesday,Jun,2,Female,Single,35.0,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,9705,12,400,3.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,4260.17860517155
7259,Jun,1,Tuesday,Mazda,Urban,Wednesday,Jun,2,Male,Single,46.0,Third Party,Sport - Collision,Sport,more than 69000,0,9706,14,400,2.0,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision,90666.1683044065
7260,May,3,Thursday,Mazda,Urban,Friday,May,4,Male,Married,41.0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,9707,11,400,4.0,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,67691.7663746586
7261,Aug,5,Monday,Chevrolet,Urban,Tuesday,Aug,5,Male,Married,38.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9708,14,400,4.0,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,3444.2737684051
7262,Jan,1,Monday,Toyota,Urban,Monday,Jan,2,Male,Married,77.0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,9709,7,400,3.0,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,52880.4423964799
7263,Dec,4,Monday,Mazda,Urban,Tuesday,Dec,4,Male,Married,30.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9710,5,400,2.0,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,3800.29968574364
7264,Mar,2,Tuesday,Honda,Urban,Wednesday,Apr,1,Male,Married,31.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9711,12,400,2.0,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,13674.8730139762
7265,Apr,3,Thursday,Pontiac,Urban,Monday,May,2,Male,Married,49.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9713,3,400,2.0,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,2505.69764697543
7266,Jan,5,Sunday,Honda,Urban,Monday,Jan,5,Male,Married,28.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9714,16,400,2.0,more than 30,more than 30,none,7 years,31 to 35,Yes,No,External,more than 5,no change,1 vehicle,1995,Collision,6604.78207064467
7267,Oct,3,Saturday,Pontiac,Rural,Tuesday,Oct,4,Male,Married,44.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9715,8,400,2.0,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,9896.95572964364
7268,Oct,4,Friday,Chevrolet,Urban,Thursday,Oct,4,Male,Married,57.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9717,9,400,4.0,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability,33313.9620975001
7269,Dec,3,Sunday,Honda,Urban,Tuesday,Dec,3,Male,Single,27.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9718,11,400,3.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,3 to 4,1995,Collision,6517.3953703564
7270,Jan,4,Friday,Mazda,Urban,Wednesday,Feb,1,Male,Married,55.0,Policy Holder,Sport - Collision,Sport,more than 69000,0,9719,2,400,3.0,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision,50374.282672886
7271,Apr,1,Wednesday,Mazda,Urban,Monday,Apr,2,Female,Married,55.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9720,12,400,3.0,more than 30,more than 30,1,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils,5463.61216810717
7272,Jun,5,Thursday,Toyota,Urban,Wednesday,Jul,2,Male,Married,39.0,Third Party,Sedan - Liability,Sport,20000 to 29000,0,9722,15,400,3.0,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,1630.66709931626
7273,Jan,5,Sunday,Chevrolet,Urban,Wednesday,Feb,1,Male,Single,26.0,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,9723,11,400,3.0,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,22193.397986194
7274,Aug,4,Wednesday,Pontiac,Urban,Monday,Sep,1,Male,Married,68.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9725,15,400,3.0,more than 30,more than 30,2 to 4,7 years,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,1765.47343009021
7275,Oct,5,Sunday,Chevrolet,Urban,Thursday,Nov,1,Male,Single,30.0,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,9726,15,400,2.0,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,4848.26789853919
7276,Dec,1,Friday,Honda,Urban,Wednesday,Dec,2,Male,Single,19.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9727,12,400,4.0,more than 30,more than 30,1,3 years,21 to 25,No,No,External,none,no change,1 vehicle,1995,Collision,8586.40931630841
7277,Dec,1,Saturday,Honda,Urban,Tuesday,Dec,2,Male,Married,32.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9728,13,400,1.0,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,1337.99814779284
7278,Dec,2,Wednesday,Mazda,Urban,Wednesday,Dec,2,Male,Married,32.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9729,1,400,4.0,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,1048.80209301616
7279,Dec,1,Sunday,Pontiac,Urban,Tuesday,Dec,1,Male,Married,44.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9730,15,400,1.0,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,54863.3103859151
7280,Dec,1,Friday,Honda,Urban,Wednesday,Dec,3,Male,Married,32.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9731,13,400,1.0,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,2754.06599742939
7281,Nov,5,Wednesday,Toyota,Urban,Tuesday,Dec,3,Male,Single,43.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9732,6,400,2.0,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,2356.11359222232
7282,Oct,5,Monday,Chevrolet,Rural,Tuesday,Oct,5,Male,Married,22.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9733,7,400,1.0,more than 30,more than 30,none,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,8533.19187300641
7283,Oct,4,Monday,Pontiac,Urban,Friday,Nov,1,Male,Married,45.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9734,3,400,3.0,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,5405.82678911737
7284,Aug,5,Monday,Toyota,Urban,Monday,Dec,3,Male,Single,43.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9735,14,400,4.0,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,6808.99711069046
7285,Aug,3,Saturday,Saturn,Urban,Thursday,Sep,5,Male,Married,50.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9736,11,400,1.0,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,3700.31407775783
7286,Aug,2,Thursday,Toyota,Rural,Thursday,Aug,2,Male,Married,59.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9737,8,400,2.0,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,2665.46131708431
7287,Jul,2,Tuesday,Mazda,Urban,Tuesday,Jul,2,Male,Married,33.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9738,15,400,3.0,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,1 year,1 vehicle,1995,Liability,40783.647289175
7288,Jul,1,Sunday,Pontiac,Urban,Monday,Jul,2,Male,Married,45.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9739,5,400,3.0,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,4162.89720074914
7289,Jun,5,Friday,Toyota,Urban,Wednesday,Jul,2,Male,Married,31.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9740,6,400,3.0,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,26794.7502799407
7290,Nov,4,Thursday,Pontiac,Urban,Friday,Nov,4,Male,Married,55.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9745,1,400,4.0,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1995,All Perils,6359.99647768147
7291,Nov,2,Wednesday,Mazda,Urban,Thursday,Nov,2,Male,Married,30.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,9746,14,400,1.0,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,57166.7609536884
7292,Jan,5,Monday,Mazda,Urban,Wednesday,Feb,1,Male,Married,48.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9748,12,400,4.0,more than 30,more than 30,more than 4,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision,13328.187575599
7293,Jun,3,Monday,Honda,Urban,Monday,Jun,3,Male,Married,29.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9749,2,400,3.0,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,13480.2719839397
7294,Jun,2,Friday,Honda,Urban,Monday,Jun,2,Male,Married,38.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,9751,11,400,4.0,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,11805.0172899027
7295,Apr,2,Monday,Toyota,Urban,Wednesday,Apr,2,Male,Married,27.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9754,13,400,1.0,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,52273.7919473849
7296,Feb,4,Saturday,Ford,Urban,Tuesday,Mar,1,Male,Married,65.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9755,6,400,3.0,more than 30,more than 30,2 to 4,5 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision,16740.0840277354
7297,Feb,4,Thursday,Mazda,Urban,Thursday,Feb,4,Male,Married,33.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9756,12,400,2.0,more than 30,more than 30,none,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,4332.55436913103
7298,Feb,4,Friday,Mazda,Urban,Thursday,Mar,2,Female,Single,34.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9757,5,400,1.0,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,3109.6650890605
7299,Feb,3,Monday,Accura,Rural,Tuesday,Feb,4,Male,Married,30.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9759,1,400,4.0,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,3 to 4,1995,Liability,887.974837186432
7300,Sep,3,Monday,Honda,Urban,Thursday,Sep,4,Male,Married,32.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,9760,9,400,2.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,58284.2978541235
7301,Mar,2,Saturday,Honda,Urban,Thursday,Mar,3,Male,Single,0.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,9763,2,400,3.0,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability,79469.2200327267
7302,May,2,Tuesday,Honda,Urban,Tuesday,May,2,Male,Married,43.0,Third Party,Sedan - Liability,Sport,20000 to 29000,0,9765,8,400,1.0,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,4157.45028402271
